cve_id,labels
CVE-2015-5322,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-5323,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-5324,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-5325,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-5326,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-5344,"['org.apache.camel camel-core', 'org.apache.camel camel-xstream']"
CVE-2015-5345,"['org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'httpd24', 'tomcat7', 'tomcat6', 'org.apache.tomcat catalina', 'org.apache.tomcat tomcat-util', 'com.ovea.tajin.server tajin-server-jetty9', 'com.ovea.tajin.server tajin-server-jetty8', 'mod_security-jws3', 'tomcat8']"
CVE-2015-5346,"['org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'httpd24', 'tomcat7', 'mod_security-jws3', 'tomcat8']"
CVE-2015-5347,"['org.ops4j.pax.wicket org.ops4j.pax.wicket.service', 'org.apache.wicket wicket-extensions']"
CVE-2015-5348,"['org.apache.camel camel-spark-rest', 'org.apache.camel camel-http-common', 'org.apache.camel camel-ahc', 'org.apache.camel camel-http', 'org.apache.camel camel-http4', 'org.apache.camel camel-jetty-common', 'org.apache.camel camel-jetty9']"
CVE-2015-5349,"['org.apache.directory.studio ldapbrowser.core', 'org.apache.directory.studio org.apache.directory.studio.parent', 'org.apache.directory.studio org.apache.directory.studio.ldapbrowser.core']"
CVE-2015-5351,"['tomcat7', 'httpd24', 'mod_security-jws3', 'org.apache.tomcat tomcat', 'tomcat8']"
CVE-2015-5377,['org.elasticsearch elasticsearch']
CVE-2015-5531,['org.elasticsearch elasticsearch']
CVE-2015-6254,"['org.picketlink picketlink-tomcat-common', 'org.picketlink picketlink-federation']"
CVE-2015-6420,['commons-collections commons-collections']
CVE-2015-6524,"['org.apache.activemq activemq-web', 'org.apache.activemq activemq-core', 'org.apache.activemq activemq-all', 'org.apache.activemq activemq-osgi', 'org.apache.activemq activemq-jaas']"
CVE-2015-6584,"['datatables', 'org.webjars.npm datatables', 'org.webjars.bower datatables', 'org.webjars.bower DataTables', 'org.webjars datatables']"
CVE-2015-6748,"['org.apache.tika tika-server', 'org.jsoup jsoup', 'org.ops4j.pax.url pax-url-aether']"
CVE-2015-7516,['org.onosproject onos-core-net']
CVE-2015-7520,['org.apache.wicket wicket-core']
CVE-2015-7521,"['org.apache.hive hive-ant', 'org.apache.storm storm-hive-examples', 'org.apache.giraph giraph-hive', 'org.apache.hive.hcatalog hive-webhcat', 'org.apache.hive hive-shims', 'org.apache.hive hive-accumulo-handler', 'org.apache.hive hive-cli', 'org.apache.hive hive-serde', 'org.apache.hive.shims hive-shims-0.20S', 'org.apache.hive hive-metastore', 'org.apache.hive hive-hwi', 'org.apache.hive hive-exec', 'org.apache.hive.hcatalog hive-hcatalog-core', 'org.apache.hive.hcatalog hive-hcatalog-server-extensions', 'org.apache.hive hive-contrib', 'org.apache.hive hive-common', 'org.apache.hive.shims hive-shims-scheduler', 'org.apache.hive hive-service', 'org.apache.hive.shims hive-shims-0.23', 'org.apache.hive.shims hive-shims-0.20', 'org.apache.hive hive-testutils', 'org.apache.storm storm-hive', 'org.apache.hive.hcatalog hive-hcatalog-streaming', 'org.apache.hive hive-hbase-handler', 'org.apache.hive hive-jdbc', 'org.apache.drill.contrib.storage-hive drill-storage-hive-core', 'org.apache.hive.shims hive-shims-common-secure', 'org.apache.hive.hcatalog hive-hcatalog-pig-adapter', 'org.apache.hive hive-beeline', 'org.apache.hive.shims hive-shims-common']"
CVE-2015-7537,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-7538,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-7539,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-7559,['org.apache.activemq activemq-client']
CVE-2015-7940,"['bouncycastle bcprov-jdk14', 'bouncycastle bcprov-jdk15', 'org.bouncycastle bcprov-ext-jdk15on', 'org.bouncycastle bcprov-jdk14', 'org.bouncycastle bcprov-jdk15', 'org.bouncycastle bcprov-jdk16', 'bouncycastle bcprov-jdk13', 'bouncycastle bcprov-jdk16', 'org.bouncycastle bcprov-jdk12', 'org.bouncycastle bcprov-ext-jdk14', 'bouncycastle bcprov-jdk12', 'org.apache.directory.server apacheds-all', 'org.bouncycastle bcprov-jdk15on']"
CVE-2015-8103,"['nodejs-from', 'openshift-origin-cartridge-cron', 'nodejs-got', 'openshift-origin-msg-node-mcollective', 'nodejs-rc', 'openshift-origin-cartridge-python', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'php', 'nodejs-align-text', 'nodejs-graceful-fs', 'rubygem-openshift-origin-frontend-apache-vhost', 'openshift-origin-cartridge-php', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'openshift-origin-node-util', 'jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'openshift-origin-cartridge-mysql', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-normalize-path', 'rhc', 'nodejs-semver', 'activemq', 'nodejs-read-all-stream', 'rubygem-openshift-origin-console', 'nodejs-split', 'openshift-origin-broker-util', 'rubygem-openshift-origin-controller', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'rubygem-openshift-origin-common', 'openshift-origin-node-proxy', 'nodejs-ini', 'openshift-origin-cartridge-haproxy', 'nodejs-pause-stream', 'openshift-enterprise-upgrade', 'rubygem-openshift-origin-node']"
CVE-2015-8795,"['org.apache.solr solr-dataimporthandler', 'org.apache.solr solr-core', 'org.apache.solr solr']"
CVE-2015-8797,"['org.apache.solr solr', 'org.apache.solr solr-core', 'org.apache.lucene lucene-core']"
CVE-2015-8854,"['marked', 'org.webjars.npm marked', 'org.webjars marked']"
CVE-2015-8855,"['org.webjars.npm semver', 'semver', 'semver-bower']"
CVE-2015-8859,"['org.webjars.npm send', 'send']"
CVE-2015-8860,"['tar', 'org.webjars tar', 'org.webjars.npm tar']"
CVE-2015-8861,"['webexhbs', 'webmake-ember-handlebars', 'handlebars', 'malcolm', 'mimosa-ember-handlebars', 'panels.js', 'selleck', 'tommydudebreaux-handlebars', 'component-builder-hbs', 'handlebars-commonjs', 'yui', 'handlebars.js', 'templatify', 'mimosa-emblem', 'awt-grunt-ember-templates', 'requirejs-template-plugins', 'ember-precompilex', 'bauplan', 'require-handlebars-plugin', 'handlebars-serializer', 'ember-template-precompile', 'assembly', 'grunt-ember-handlebars', 'ember-handlebars', 'nginb', 'handlebars-ex', 'catberry-handlebars', 'ember-precompile', 'ember-handlebars-browserify', 'grunt-static-handlebars', 'mimosa-emblem-compiler-1.8', 'handlebarsjs.org', 'handlebars-browserify', 'ss-handlebars', 'ember-templates', 'Backbone.Marionette.Handlebars', 'reid-selleck', 'handlebars-runtime', 'mustache']"
CVE-2015-8862,"['org.webjars mustachejs', 'org.webjars.npm mustache', 'mustachejs-rails', 'mustache.js', 'org.webjars.bower mustache', 'mustache']"
CVE-2015-9242,['ecstatic']
CVE-2015-9251,"['org.webjars jquery', 'jquery', 'org.webjars.npm jquery', 'org.webjars.bower jQuery', 'org.webjars.bower jquery']"
CVE-2016-0706,"['org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'httpd24', 'tomcat7', 'tomcat6', 'org.apache.tomcat catalina', 'mod_security-jws3', 'tomcat8']"
CVE-2016-0709,"['org.apache.portals.jetspeed-2 j2-admin', 'org.apache.portals.jetspeed-2 jetspeed-security']"
CVE-2016-0710,['org.apache.portals.jetspeed-2 jetspeed-security']
CVE-2016-0711,"['org.apache.portals.jetspeed-2 j2-admin', 'org.apache.portals.jetspeed-2 jetspeed-security']"
CVE-2016-0712,"['org.apache.portals.jetspeed-2 jetspeed-portal', 'org.apache.portals.jetspeed-2 jetspeed-portal-site']"
CVE-2016-0714,"['org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'httpd24', 'tomcat7', 'tomcat6', 'org.apache.tomcat catalina', 'org.apache.tomcat tomcat-util', 'com.ovea.tajin.server tajin-server-jetty9', 'com.ovea.tajin.server tajin-server-jetty8', 'mod_security-jws3', 'tomcat8']"
CVE-2016-0732,"['org.cloudfoundry.identity cloudfoundry-identity-common', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-0734,"['org.apache.activemq activemq-web-console', 'org.apache.activemq activemq-parent']"
CVE-2016-0750,['org.infinispan infinispan-client-hotrod']
CVE-2016-0762,"['mod_cluster', 'tomcat catalina', 'org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'tomcat7', 'hibernate4-eap6', 'org.apache.tomcat catalina', 'tomcat-vault', 'tomcat-native', 'tomcat8']"
CVE-2016-0763,"['org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'httpd24', 'tomcat7', 'mod_security-jws3', 'tomcat8']"
CVE-2016-0779,"['org.apache.tomee openejb-core', 'org.apache.tomee arquillian-tomee-embedded', 'org.apache.openejb openejb-client', 'org.apache.tomee openejb-client', 'org.apache.openejb openejb-core', 'org.apache.openejb arquillian-tomee-common', 'org.apache.tomee arquillian-tomee-common', 'org.apache.openejb arquillian-tomee-embedded']"
CVE-2016-0781,"['org.cloudfoundry.identity cloudfoundry-identity-login', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-0782,['org.apache.activemq activemq-web-console']
CVE-2016-0785,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-0788,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-0789,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-0790,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-0791,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-0792,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-0793,['org.wildfly wildfly-undertow']
CVE-2016-0956,['org.apache.sling org.apache.sling.servlets.post']
CVE-2016-1000031,"['org.apache.tomcat.embed tomcat-embed-core', 'commons-fileupload commons-fileupload', 'org.apache.tomcat tomcat-coyote']"
CVE-2016-1000232,"['rh-nodejs4-nodejs-tough-cookie', 'org.webjars.npm tough-cookie', 'tough-cookie', 'nodejs-tough-cookie', 'nodejs']"
CVE-2016-10006,['org.owasp.antisamy antisamy']
CVE-2016-10027,"['org.igniterealtime.smack smack-core', 'org.igniterealtime.smack smack-tcp']"
CVE-2016-10521,"['org.webjars jshamcrest', 'jshamcrest', 'org.webjars.npm jshamcrest']"
CVE-2016-10531,"['org.webjars.bower marked', 'marked', 'org.webjars.npm marked', 'org.webjars marked']"
CVE-2016-10538,"['org.webjars.npm cli', 'cli']"
CVE-2016-10547,"['nunjucks', 'org.webjars.npm nunjucks']"
CVE-2016-10703,"['org.webjars.npm ecstatic', 'ecstatic']"
CVE-2016-10707,"['org.webjars jquery', 'org.webjars.bower jqurey', 'jquery', 'org.webjars.bower jquery', 'org.webjars.npm jquery']"
CVE-2016-10750,"['com.hazelcast hazelcast-spring', 'com.hazelcast hazelcast']"
CVE-2016-1181,"['org.apache.struts struts-core', 'struts struts']"
CVE-2016-1182,"['org.apache.struts struts-core', 'struts struts']"
CVE-2016-2162,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-2166,"['org.apache.servicemix.bundles org.apache.servicemix.bundles.qpid', 'org.apache.qpid proton-j', 'python_qpid_proton']"
CVE-2016-2171,['org.apache.portals.jetspeed-2 jetspeed-security']
CVE-2016-2173,['org.springframework.amqp spring-amqp']
CVE-2016-2175,"['org.apache.tika tika-app', 'org.apache.tika tika-server', 'org.mapfish.print print-standalone', 'org.apache.pdfbox pdfbox-app', 'org.apache.pdfbox preflight-app', 'org.apache.pdfbox debugger-app', 'org.apache.pdfbox pdfbox', 'org.apache.pdfbox xmpbox', 'org.apache.pdfbox jempbox']"
CVE-2016-2402,"['com.squareup.okhttp3 okhttp', 'org.graylog.telemetry graylog-telemetry-plugin', 'org.graylog2 graylog2', 'fr.mmarie gitlab-jira-integration-application', 'com.etsy statsd-jvm-profiler', 'com.squareup.okhttp okhttp', 'io.paradoxical cassieq-core', 'com.github.sakserv hadoop-mini-clusters-hbase', 'org.sonarsource.sonarqube sonar-scanner-engine-shaded', 'org.graylog2 graylog2-server']"
CVE-2016-2427,"['org.bouncycastle bcprov-jdk15on', 'org.bouncycastle bcprov-ext-jdk15on', 'org.bouncycastle bcprov-jdk14', 'org.bouncycastle bcprov-ext-jdk14']"
CVE-2016-2510,"['org.beanshell bsh', 'bsh bsh', 'org.apache-extras.beanshell bsh', 'org.beanshell bsh-core']"
